id_reclamation,id_client,date,canal,texte,satisfaction
REC-00566,CLI-00108,2025-01-25,espace_client,"Encore une coupure cette nuit a Plateau-Est, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-00567,CLI-00172,2024-10-27,courrier,"Les microcoupures se multiplient depuis octobre sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",2
REC-00568,CLI-00119,2024-05-17,espace_client,"Depuis l'installation du nouveau compteur en mai, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-00569,CLI-00510,2025-11-18,email,"Depuis l'installation du nouveau compteur en novembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00570,CLI-00191,2026-04-16,courrier,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00571,CLI-00398,2024-04-12,espace_client,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-00572,CLI-00604,2025-01-25,espace_client,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en janvier, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00573,CLI-00087,2026-04-27,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-00574,CLI-00030,2026-01-25,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-00575,CLI-00312,2024-04-18,courrier,"Mon dossier de raccordement est bloque depuis avril, je n'ai aucune nouvelle de vos services.",4
REC-00576,CLI-00549,2025-04-29,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00577,CLI-00027,2026-01-05,email,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-00578,CLI-00255,2025-07-05,telephone,"Je conteste ma facture de juillet, le montant de 532 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00579,CLI-00242,2024-04-23,espace_client,"Les microcoupures se multiplient depuis avril sur Bourg-Ancien, quand le reseau sera-t-il fiabilise ?",1
REC-00580,CLI-00130,2024-12-12,courrier,"Les microcoupures se multiplient depuis decembre sur Coteaux-Ouest, quand le reseau sera-t-il fiabilise ?",2
REC-00581,CLI-00411,2025-12-14,courrier,"Encore une coupure cette nuit a Parc-Tertiaire, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-00582,CLI-00587,2025-11-08,email,"Je demande le raccordement de mon nouveau logement a Coteaux-Ouest, quel est le delai et le cout ?",4
REC-00583,CLI-00008,2024-07-06,email,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-00584,CLI-00391,2024-11-15,email,"Ma facture de regularisation de novembre est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-00585,CLI-00579,2024-04-03,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-00586,CLI-00593,2025-06-17,courrier,"Je demande le raccordement de mon nouveau logement a Val-Nord, quel est le delai et le cout ?",4
REC-00587,CLI-00543,2026-01-29,telephone,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",2
REC-00588,CLI-00185,2024-02-23,espace_client,"Depuis l'installation du nouveau compteur en fevrier, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-00589,CLI-00685,2025-10-12,courrier,Quelle est la part d'energie verte reellement fournie sur le secteur Bourg-Ancien ?,2
REC-00590,CLI-00201,2024-05-22,telephone,"Encore une coupure cette nuit a Parc-Tertiaire, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-00591,CLI-00007,2025-02-01,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-00592,CLI-00608,2024-05-03,espace_client,"Les microcoupures se multiplient depuis mai sur Coteaux-Ouest, quand le reseau sera-t-il fiabilise ?",2
REC-00593,CLI-00216,2024-11-13,email,"Je demande le raccordement de mon nouveau logement a Centre-Ville, quel est le delai et le cout ?",3
REC-00594,CLI-00316,2026-05-24,telephone,"Je conteste ma facture de mai, le montant de 1138 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-00595,CLI-00013,2025-05-10,telephone,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",5
REC-00596,CLI-00193,2025-01-12,telephone,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en janvier, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00597,CLI-00044,2024-04-01,courrier,"Coupure de courant de plusieurs heures dans le secteur Parc-Tertiaire en avril, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00598,CLI-00601,2024-12-08,espace_client,"Coupure de courant de plusieurs heures dans le secteur Zone-Industrielle en decembre, aucune information, c'est inadmissible pour un service essentiel.",3
REC-00599,CLI-00336,2024-05-07,espace_client,"Les microcoupures se multiplient depuis mai sur Plateau-Est, quand le reseau sera-t-il fiabilise ?",3
REC-00600,CLI-00403,2025-02-08,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-00601,CLI-00051,2026-04-04,espace_client,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-00602,CLI-00292,2026-03-06,courrier,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en mars, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00603,CLI-00168,2024-05-23,courrier,"Je conteste ma facture de mai, le montant de 793 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00604,CLI-00135,2025-04-24,telephone,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en avril, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00605,CLI-00671,2024-05-03,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-00606,CLI-00330,2025-01-12,courrier,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-00607,CLI-00442,2024-09-08,courrier,"Ma facture de regularisation de septembre est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-00608,CLI-00257,2024-02-07,courrier,"Les microcoupures se multiplient depuis fevrier sur Rives-Sud, quand le reseau sera-t-il fiabilise ?",1
REC-00609,CLI-00663,2025-07-14,email,"Je tiens a remercier le technicien intervenu en juillet, tres professionnel et a l'ecoute.",4
REC-00610,CLI-00451,2024-12-04,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00611,CLI-00123,2025-10-02,courrier,"Je demande le raccordement de mon nouveau logement a Parc-Tertiaire, quel est le delai et le cout ?",4
REC-00612,CLI-00004,2026-03-23,telephone,"Depuis l'installation du nouveau compteur en mars, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00613,CLI-00581,2025-07-23,telephone,"Les microcoupures se multiplient depuis juillet sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",1
REC-00614,CLI-00438,2024-10-07,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00615,CLI-00383,2025-06-17,courrier,"Je demande le raccordement de mon nouveau logement a Zone-Industrielle, quel est le delai et le cout ?",3
REC-00616,CLI-00262,2025-11-22,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00617,CLI-00630,2025-05-18,email,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",3
REC-00618,CLI-00152,2025-05-06,email,Quelle est la part d'energie verte reellement fournie sur le secteur Bourg-Ancien ?,4
REC-00619,CLI-00219,2024-10-19,telephone,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00620,CLI-00428,2024-02-09,telephone,"Les microcoupures se multiplient depuis fevrier sur Zone-Industrielle, quand le reseau sera-t-il fiabilise ?",2
REC-00621,CLI-00162,2025-11-12,courrier,"Les microcoupures se multiplient depuis novembre sur Zone-Industrielle, quand le reseau sera-t-il fiabilise ?",1
REC-00622,CLI-00300,2024-01-28,courrier,Pouvez-vous m'expliquer comment installer des panneaux solaires et revendre mon surplus ?,2
REC-00623,CLI-00157,2024-12-05,courrier,"Les microcoupures se multiplient depuis decembre sur Plateau-Est, quand le reseau sera-t-il fiabilise ?",3
REC-00624,CLI-00431,2024-03-22,courrier,"Encore une coupure cette nuit a Parc-Tertiaire, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-00625,CLI-00046,2025-08-04,courrier,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",3
REC-00626,CLI-00302,2025-10-27,espace_client,"Depuis l'installation du nouveau compteur en octobre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00627,CLI-00663,2026-03-23,courrier,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00628,CLI-00333,2026-01-17,espace_client,"Encore une coupure cette nuit a Centre-Ville, mes appareils ont ete endommages, je demande un dedommagement.",3
REC-00629,CLI-00316,2025-03-18,telephone,"Encore une coupure cette nuit a Zone-Industrielle, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-00630,CLI-00581,2024-01-25,telephone,"Mon dossier de raccordement est bloque depuis janvier, je n'ai aucune nouvelle de vos services.",2
REC-00631,CLI-00355,2025-08-02,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-00632,CLI-00463,2024-09-20,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00633,CLI-00402,2024-11-25,telephone,"Les microcoupures se multiplient depuis novembre sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",2
REC-00634,CLI-00099,2024-10-27,email,"Je tiens a remercier le technicien intervenu en octobre, tres professionnel et a l'ecoute.",5
REC-00635,CLI-00013,2024-08-16,email,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-00636,CLI-00008,2025-01-02,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-00637,CLI-00568,2025-08-09,email,"Je tiens a remercier le technicien intervenu en aout, tres professionnel et a l'ecoute.",5
REC-00638,CLI-00688,2026-02-26,telephone,"Les microcoupures se multiplient depuis fevrier sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-00639,CLI-00195,2024-03-15,espace_client,"Les microcoupures se multiplient depuis mars sur Plateau-Est, quand le reseau sera-t-il fiabilise ?",2
REC-00640,CLI-00317,2026-03-12,courrier,"Je conteste ma facture de mars, le montant de 801 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-00641,CLI-00408,2025-07-22,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",1
REC-00642,CLI-00470,2024-10-24,courrier,"Je conteste ma facture de octobre, le montant de 410 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00643,CLI-00144,2025-05-17,telephone,"Coupure de courant de plusieurs heures dans le secteur Coteaux-Ouest en mai, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00644,CLI-00468,2025-02-06,espace_client,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en fevrier, aucune information, c'est inadmissible pour un service essentiel.",3
REC-00645,CLI-00438,2025-04-05,telephone,"Depuis l'installation du nouveau compteur en avril, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-00646,CLI-00373,2026-01-22,email,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",5
REC-00647,CLI-00005,2026-02-28,email,"Les microcoupures se multiplient depuis fevrier sur Rives-Sud, quand le reseau sera-t-il fiabilise ?",2
REC-00648,CLI-00623,2026-03-07,espace_client,"Je tiens a remercier le technicien intervenu en mars, tres professionnel et a l'ecoute.",5
REC-00649,CLI-00651,2024-07-15,espace_client,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en juillet, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00650,CLI-00553,2025-10-25,courrier,"Je conteste ma facture de octobre, le montant de 1086 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00651,CLI-00197,2025-02-17,telephone,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-00652,CLI-00251,2026-02-07,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-00653,CLI-00540,2024-09-16,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",1
REC-00654,CLI-00427,2025-11-07,email,"Ma facture de regularisation de novembre est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-00655,CLI-00415,2026-03-18,espace_client,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00656,CLI-00661,2024-12-05,espace_client,"Depuis l'installation du nouveau compteur en decembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00657,CLI-00360,2024-08-18,espace_client,"Depuis l'installation du nouveau compteur en aout, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00658,CLI-00281,2025-09-14,courrier,"Je tiens a remercier le technicien intervenu en septembre, tres professionnel et a l'ecoute.",5
REC-00659,CLI-00296,2025-02-09,courrier,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en fevrier, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00660,CLI-00208,2024-06-19,espace_client,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",2
REC-00661,CLI-00626,2025-07-23,courrier,"Depuis l'installation du nouveau compteur en juillet, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00662,CLI-00147,2024-11-03,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00663,CLI-00204,2025-03-25,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00664,CLI-00105,2025-08-21,telephone,"Je conteste ma facture de aout, le montant de 1004 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-00665,CLI-00562,2024-06-16,espace_client,"Je conteste ma facture de juin, le montant de 481 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-00666,CLI-00341,2024-04-20,espace_client,Pouvez-vous m'expliquer comment installer des panneaux solaires et revendre mon surplus ?,3
REC-00667,CLI-00601,2026-04-22,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",3
REC-00668,CLI-00147,2025-07-05,courrier,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-00669,CLI-00295,2024-11-27,espace_client,"Depuis l'installation du nouveau compteur en novembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",1
REC-00670,CLI-00459,2024-06-28,espace_client,"Les microcoupures se multiplient depuis juin sur Plateau-Est, quand le reseau sera-t-il fiabilise ?",1
REC-00671,CLI-00408,2025-11-27,espace_client,"Depuis l'installation du nouveau compteur en novembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00672,CLI-00240,2024-05-14,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00673,CLI-00578,2026-05-07,courrier,"Je conteste ma facture de mai, le montant de 1151 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00674,CLI-00015,2024-05-10,espace_client,"Je conteste ma facture de mai, le montant de 799 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00675,CLI-00147,2025-01-07,telephone,"Je tiens a remercier le technicien intervenu en janvier, tres professionnel et a l'ecoute.",4
REC-00676,CLI-00401,2025-03-01,espace_client,Quelle est la part d'energie verte reellement fournie sur le secteur Centre-Ville ?,3
REC-00677,CLI-00092,2025-01-28,courrier,"Coupure de courant de plusieurs heures dans le secteur Rives-Sud en janvier, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00678,CLI-00146,2025-09-27,email,"Mon dossier de raccordement est bloque depuis septembre, je n'ai aucune nouvelle de vos services.",4
REC-00679,CLI-00626,2025-11-05,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",2
REC-00680,CLI-00126,2025-06-22,espace_client,"Mon dossier de raccordement est bloque depuis juin, je n'ai aucune nouvelle de vos services.",2
REC-00681,CLI-00336,2024-04-15,telephone,"Je conteste ma facture de avril, le montant de 967 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",1
REC-00682,CLI-00249,2025-11-23,espace_client,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",4
REC-00683,CLI-00371,2025-12-16,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00684,CLI-00485,2025-06-25,telephone,"Je conteste ma facture de juin, le montant de 888 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-00685,CLI-00426,2025-08-19,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00686,CLI-00168,2025-07-29,espace_client,"Coupure de courant de plusieurs heures dans le secteur Coteaux-Ouest en juillet, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00687,CLI-00619,2024-01-04,telephone,"Encore une coupure cette nuit a Parc-Tertiaire, mes appareils ont ete endommages, je demande un dedommagement.",2
REC-00688,CLI-00198,2024-07-05,espace_client,"Les microcoupures se multiplient depuis juillet sur Zone-Industrielle, quand le reseau sera-t-il fiabilise ?",2
REC-00689,CLI-00245,2025-11-23,courrier,"Coupure de courant de plusieurs heures dans le secteur Val-Nord en novembre, aucune information, c'est inadmissible pour un service essentiel.",2
REC-00690,CLI-00672,2025-01-09,espace_client,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en janvier, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00691,CLI-00613,2025-04-30,espace_client,"Je conteste ma facture de avril, le montant de 846 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-00692,CLI-00590,2025-08-24,courrier,"Ma facture de regularisation de aout est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-00693,CLI-00596,2024-08-23,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-00694,CLI-00136,2024-11-06,espace_client,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-00695,CLI-00331,2024-06-16,courrier,Pouvez-vous m'expliquer comment installer des panneaux solaires et revendre mon surplus ?,4
REC-00696,CLI-00249,2024-02-02,courrier,"Depuis l'installation du nouveau compteur en fevrier, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00697,CLI-00418,2025-08-12,email,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",5
REC-00698,CLI-00523,2025-04-19,courrier,"Ma facture de regularisation de avril est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-00699,CLI-00499,2024-10-07,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-00700,CLI-00480,2026-05-04,email,"Je tiens a remercier le technicien intervenu en mai, tres professionnel et a l'ecoute.",4
REC-00701,CLI-00452,2025-01-31,email,"Les microcoupures se multiplient depuis janvier sur Val-Nord, quand le reseau sera-t-il fiabilise ?",1
REC-00702,CLI-00606,2024-10-24,courrier,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en octobre, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00703,CLI-00673,2024-06-04,courrier,"Ma facture de regularisation de juin est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-00704,CLI-00261,2025-10-07,espace_client,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-00705,CLI-00633,2024-01-11,email,"Ma facture de regularisation de janvier est incomprehensible, je demande un echeancier et des explications detaillees.",1
REC-00706,CLI-00219,2025-07-04,courrier,"Les microcoupures se multiplient depuis juillet sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",1
REC-00707,CLI-00450,2025-02-27,email,"Je demande le raccordement de mon nouveau logement a Plateau-Est, quel est le delai et le cout ?",3
REC-00708,CLI-00027,2024-08-30,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00709,CLI-00296,2024-11-26,telephone,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-00710,CLI-00226,2025-04-18,email,"Je tiens a remercier le technicien intervenu en avril, tres professionnel et a l'ecoute.",4
REC-00711,CLI-00372,2024-06-16,telephone,"Je conteste ma facture de juin, le montant de 162 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-00712,CLI-00663,2024-06-19,email,"Je conteste ma facture de juin, le montant de 843 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",2
REC-00713,CLI-00108,2026-02-26,telephone,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",4
REC-00714,CLI-00111,2024-06-17,espace_client,"Je souhaite passer a une offre d'electricite d'origine renouvelable, quelles sont vos options ?",4
REC-00715,CLI-00096,2025-01-17,telephone,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",4
REC-00716,CLI-00694,2025-11-19,email,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",4
REC-00717,CLI-00661,2025-12-11,telephone,"Les microcoupures se multiplient depuis decembre sur Bourg-Ancien, quand le reseau sera-t-il fiabilise ?",1
REC-00718,CLI-00581,2026-03-26,email,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-00719,CLI-00578,2025-01-27,email,"Coupure de courant de plusieurs heures dans le secteur Bourg-Ancien en janvier, aucune information, c'est inadmissible pour un service essentiel.",1
REC-00720,CLI-00397,2024-05-10,email,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-00721,CLI-00195,2024-06-29,telephone,"Je demande le raccordement de mon nouveau logement a Plateau-Est, quel est le delai et le cout ?",2
REC-00722,CLI-00051,2025-12-10,courrier,"Mon dossier de raccordement est bloque depuis decembre, je n'ai aucune nouvelle de vos services.",3
REC-00723,CLI-00521,2025-08-02,espace_client,"Je conteste ma facture de aout, le montant de 544 euros est anormalement eleve par rapport a ma consommation habituelle. Merci de verifier.",3
REC-00724,CLI-00170,2025-09-13,telephone,"Depuis l'installation du nouveau compteur en septembre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00725,CLI-00238,2025-07-25,email,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",1
REC-00726,CLI-00594,2025-08-27,espace_client,"Encore une coupure cette nuit a Zone-Industrielle, mes appareils ont ete endommages, je demande un dedommagement.",1
REC-00727,CLI-00674,2026-01-07,espace_client,"Je souhaite augmenter la puissance de mon compteur, comment proceder ?",3
REC-00728,CLI-00420,2024-02-08,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00729,CLI-00412,2024-11-27,email,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",4
REC-00730,CLI-00156,2025-09-30,telephone,"Je tiens a remercier le technicien intervenu en septembre, tres professionnel et a l'ecoute.",4
REC-00731,CLI-00471,2025-08-13,courrier,"Coupure de courant de plusieurs heures dans le secteur Parc-Tertiaire en aout, aucune information, c'est inadmissible pour un service essentiel.",3
REC-00732,CLI-00100,2024-05-25,telephone,"Ma facture de regularisation de mai est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-00733,CLI-00524,2024-05-09,courrier,"Je n'ai pas donne mon accord pour la transmission de mes donnees de consommation, je m'interroge sur le respect du RGPD.",2
REC-00734,CLI-00682,2025-07-26,courrier,"Depuis l'installation du nouveau compteur en juillet, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00735,CLI-00084,2024-09-08,email,Quelle est la part d'energie verte reellement fournie sur le secteur Val-Nord ?,3
REC-00736,CLI-00312,2024-08-03,courrier,"Les microcoupures se multiplient depuis aout sur Parc-Tertiaire, quand le reseau sera-t-il fiabilise ?",1
REC-00737,CLI-00109,2026-02-27,telephone,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00738,CLI-00400,2024-09-05,email,"Ma facture de regularisation de septembre est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-00739,CLI-00416,2024-01-22,courrier,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",2
REC-00740,CLI-00562,2024-05-02,courrier,"Coupure de courant de plusieurs heures dans le secteur Plateau-Est en mai, aucune information, c'est inadmissible pour un service essentiel.",3
REC-00741,CLI-00245,2026-01-28,courrier,"Mon dossier de raccordement est bloque depuis janvier, je n'ai aucune nouvelle de vos services.",4
REC-00742,CLI-00674,2025-02-28,courrier,"Le nouvel espace client est clair et pratique, bravo pour cette amelioration.",4
REC-00743,CLI-00408,2024-07-19,courrier,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00744,CLI-00264,2025-02-25,telephone,"Encore une coupure cette nuit a Coteaux-Ouest, mes appareils ont ete endommages, je demande un dedommagement.",3
REC-00745,CLI-00538,2025-12-18,email,"Les microcoupures se multiplient depuis decembre sur Centre-Ville, quand le reseau sera-t-il fiabilise ?",3
REC-00746,CLI-00025,2024-08-08,telephone,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",2
REC-00747,CLI-00597,2024-02-21,courrier,"Ma facture de regularisation de fevrier est incomprehensible, je demande un echeancier et des explications detaillees.",3
REC-00748,CLI-00391,2025-10-12,espace_client,"Depuis l'installation du nouveau compteur en octobre, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",3
REC-00749,CLI-00124,2025-06-17,telephone,"Depuis l'installation du nouveau compteur en juin, mes index sont incoherents. Pouvez-vous envoyer un technicien ?",2
REC-00750,CLI-00303,2024-06-07,espace_client,"Mon compteur communicant affiche un releve qui ne correspond pas a ma consommation reelle, je pense qu'il est defaillant.",3
REC-00751,CLI-00270,2026-01-16,email,"Coupure de courant de plusieurs heures dans le secteur Centre-Ville en janvier, aucune information, c'est inadmissible pour un service essentiel.",3
REC-00752,CLI-00147,2024-11-30,telephone,"Les microcoupures se multiplient depuis novembre sur Coteaux-Ouest, quand le reseau sera-t-il fiabilise ?",3
REC-00753,CLI-00364,2024-12-01,email,"Les microcoupures se multiplient depuis decembre sur Coteaux-Ouest, quand le reseau sera-t-il fiabilise ?",1
REC-00754,CLI-00534,2025-05-19,email,"Les microcoupures se multiplient depuis mai sur Rives-Sud, quand le reseau sera-t-il fiabilise ?",1
REC-00755,CLI-00209,2025-12-24,courrier,"Ma facture de regularisation de decembre est incomprehensible, je demande un echeancier et des explications detaillees.",2
REC-00756,CLI-00501,2024-04-14,courrier,"Probleme resolu rapidement par votre service client, je suis tres satisfait de la prise en charge.",5
REC-00757,CLI-00350,2024-11-15,espace_client,Quelle est la part d'energie verte reellement fournie sur le secteur Bourg-Ancien ?,2
REC-00758,CLI-00463,2025-02-12,espace_client,"Vous m'avez preleve deux fois ce mois-ci, je veux un remboursement rapide de ce trop-percu.",3
REC-00759,CLI-00665,2026-01-24,email,Quelle est la part d'energie verte reellement fournie sur le secteur Bourg-Ancien ?,4
