id_pdl,id_client,zone,type_client,puissance_souscrite_kva,type_chauffage,type_compteur,date_pose,statut
PDL-000325,CLI-00325,Val-Nord,residentiel,9,electrique,ancien,2017-11-10,actif
PDL-000326,CLI-00326,Centre-Ville,professionnel,36,electrique,communicant,2021-07-23,actif
PDL-000327,CLI-00327,Val-Nord,residentiel,9,gaz,communicant,2024-04-09,actif
PDL-000328,CLI-00328,Coteaux-Ouest,residentiel,12,electrique,communicant,2017-02-23,actif
PDL-000329,CLI-00329,Rives-Sud,residentiel,6,gaz,communicant,2016-10-26,actif
PDL-000330,CLI-00330,Rives-Sud,residentiel,6,autre,communicant,2016-03-06,actif
PDL-000331,CLI-00331,Centre-Ville,residentiel,6,autre,communicant,2021-08-07,actif
PDL-000332,CLI-00332,Coteaux-Ouest,residentiel,9,electrique,communicant,2024-02-07,actif
PDL-000333,CLI-00333,Centre-Ville,professionnel,12,gaz,communicant,2019-06-23,actif
PDL-000334,CLI-00334,Coteaux-Ouest,residentiel,9,gaz,communicant,2020-11-24,actif
PDL-000335,CLI-00335,Val-Nord,residentiel,12,autre,communicant,2020-03-21,actif
PDL-000336,CLI-00336,Plateau-Est,residentiel,12,autre,communicant,2024-11-01,actif
PDL-000337,CLI-00337,Centre-Ville,professionnel,12,gaz,communicant,2021-05-18,actif
PDL-000338,CLI-00338,Plateau-Est,residentiel,6,gaz,communicant,2020-08-27,resilie
PDL-000339,CLI-00339,Plateau-Est,residentiel,6,electrique,communicant,2024-08-20,resilie
PDL-000340,CLI-00340,Rives-Sud,residentiel,6,electrique,communicant,2021-01-21,actif
PDL-000341,CLI-00341,Plateau-Est,residentiel,9,autre,communicant,2022-05-19,actif
PDL-000342,CLI-00342,Centre-Ville,residentiel,6,electrique,communicant,2016-03-12,actif
PDL-000343,CLI-00343,Bourg-Ancien,residentiel,6,electrique,ancien,2022-06-14,actif
PDL-000344,CLI-00344,Coteaux-Ouest,residentiel,9,electrique,communicant,2021-10-07,actif
PDL-000345,CLI-00345,Bourg-Ancien,professionnel,36,gaz,communicant,2018-11-12,actif
PDL-000346,CLI-00346,Rives-Sud,residentiel,6,autre,communicant,2022-01-05,resilie
PDL-000347,CLI-00347,Centre-Ville,professionnel,36,electrique,communicant,2022-07-26,resilie
PDL-000348,CLI-00348,Plateau-Est,professionnel,36,autre,communicant,2017-10-03,actif
PDL-000349,CLI-00349,Val-Nord,professionnel,36,gaz,communicant,2017-03-17,actif
PDL-000350,CLI-00350,Bourg-Ancien,residentiel,12,gaz,communicant,2020-03-21,actif
PDL-000351,CLI-00351,Parc-Tertiaire,residentiel,12,gaz,communicant,2020-02-23,actif
PDL-000352,CLI-00352,Plateau-Est,residentiel,9,gaz,communicant,2024-11-05,actif
PDL-000353,CLI-00353,Zone-Industrielle,professionnel,36,gaz,communicant,2019-03-12,actif
PDL-000354,CLI-00354,Centre-Ville,residentiel,6,electrique,communicant,2020-06-20,actif
PDL-000355,CLI-00355,Parc-Tertiaire,professionnel,36,electrique,communicant,2023-06-11,actif
PDL-000356,CLI-00356,Val-Nord,residentiel,12,gaz,communicant,2021-09-24,resilie
PDL-000357,CLI-00357,Centre-Ville,professionnel,36,electrique,communicant,2022-12-07,actif
PDL-000358,CLI-00358,Bourg-Ancien,residentiel,6,electrique,communicant,2021-10-21,actif
PDL-000359,CLI-00359,Zone-Industrielle,professionnel,36,autre,communicant,2017-11-20,actif
PDL-000360,CLI-00360,Parc-Tertiaire,professionnel,36,autre,communicant,2016-01-23,actif
PDL-000361,CLI-00361,Bourg-Ancien,residentiel,9,electrique,communicant,2022-08-11,actif
PDL-000362,CLI-00362,Centre-Ville,professionnel,36,gaz,communicant,2017-03-21,actif
PDL-000363,CLI-00363,Centre-Ville,residentiel,6,gaz,communicant,2019-05-18,actif
PDL-000364,CLI-00364,Coteaux-Ouest,residentiel,6,autre,communicant,2017-02-14,actif
PDL-000365,CLI-00365,Bourg-Ancien,residentiel,9,electrique,ancien,2021-07-14,actif
PDL-000366,CLI-00366,Coteaux-Ouest,residentiel,12,gaz,communicant,2024-12-26,actif
PDL-000367,CLI-00367,Val-Nord,residentiel,9,autre,communicant,2023-12-09,actif
PDL-000368,CLI-00368,Val-Nord,professionnel,36,autre,communicant,2017-08-06,actif
PDL-000369,CLI-00369,Coteaux-Ouest,residentiel,6,autre,communicant,2016-07-25,actif
PDL-000370,CLI-00370,Bourg-Ancien,residentiel,12,autre,communicant,2019-03-21,actif
PDL-000371,CLI-00371,Bourg-Ancien,residentiel,12,electrique,communicant,2021-12-09,actif
PDL-000372,CLI-00372,Centre-Ville,residentiel,6,electrique,communicant,2021-03-07,actif
PDL-000373,CLI-00373,Bourg-Ancien,professionnel,36,autre,communicant,2023-06-25,actif
PDL-000374,CLI-00374,Parc-Tertiaire,professionnel,36,gaz,communicant,2018-11-17,actif
PDL-000375,CLI-00375,Plateau-Est,residentiel,9,electrique,communicant,2019-06-06,actif
PDL-000376,CLI-00376,Parc-Tertiaire,residentiel,12,electrique,communicant,2020-12-09,actif
PDL-000377,CLI-00377,Bourg-Ancien,professionnel,36,autre,communicant,2023-08-13,actif
PDL-000378,CLI-00378,Val-Nord,residentiel,9,electrique,communicant,2021-09-18,actif
PDL-000379,CLI-00379,Val-Nord,professionnel,36,gaz,communicant,2020-10-03,actif
PDL-000380,CLI-00380,Coteaux-Ouest,residentiel,12,electrique,communicant,2022-06-04,actif
PDL-000381,CLI-00381,Bourg-Ancien,residentiel,9,electrique,communicant,2024-06-26,actif
PDL-000382,CLI-00382,Rives-Sud,residentiel,6,electrique,communicant,2016-08-02,actif
PDL-000383,CLI-00383,Zone-Industrielle,professionnel,36,gaz,communicant,2019-07-11,actif
PDL-000384,CLI-00384,Rives-Sud,residentiel,12,gaz,ancien,2022-08-07,actif
PDL-000385,CLI-00385,Bourg-Ancien,residentiel,6,electrique,communicant,2022-08-11,actif
PDL-000386,CLI-00386,Coteaux-Ouest,residentiel,9,autre,communicant,2018-07-14,actif
PDL-000387,CLI-00387,Rives-Sud,residentiel,12,gaz,communicant,2022-09-19,actif
PDL-000388,CLI-00388,Centre-Ville,residentiel,12,gaz,communicant,2022-03-22,actif
PDL-000389,CLI-00389,Bourg-Ancien,professionnel,12,gaz,communicant,2022-07-01,actif
PDL-000390,CLI-00390,Centre-Ville,residentiel,9,autre,ancien,2020-12-01,actif
PDL-000391,CLI-00391,Rives-Sud,professionnel,36,gaz,communicant,2018-08-25,actif
PDL-000392,CLI-00392,Rives-Sud,residentiel,6,electrique,communicant,2022-10-11,actif
PDL-000393,CLI-00393,Rives-Sud,professionnel,36,electrique,communicant,2024-10-24,actif
PDL-000394,CLI-00394,Rives-Sud,professionnel,36,gaz,communicant,2024-06-01,actif
PDL-000395,CLI-00395,Coteaux-Ouest,residentiel,6,electrique,communicant,2022-02-19,actif
PDL-000396,CLI-00396,Plateau-Est,residentiel,12,electrique,communicant,2024-05-09,actif
PDL-000397,CLI-00397,Val-Nord,residentiel,6,autre,communicant,2017-05-01,actif
PDL-000398,CLI-00398,Rives-Sud,professionnel,36,gaz,communicant,2023-05-07,actif
PDL-000399,CLI-00399,Rives-Sud,residentiel,9,electrique,communicant,2017-10-27,actif
PDL-000400,CLI-00400,Plateau-Est,residentiel,9,gaz,communicant,2022-12-12,actif
PDL-000401,CLI-00401,Centre-Ville,industriel,120,electrique,communicant,2016-04-07,actif
PDL-000402,CLI-00402,Centre-Ville,residentiel,9,autre,communicant,2020-12-07,actif
PDL-000403,CLI-00403,Val-Nord,residentiel,6,electrique,communicant,2020-01-10,actif
PDL-000404,CLI-00404,Val-Nord,residentiel,12,electrique,communicant,2022-05-20,actif
PDL-000405,CLI-00405,Zone-Industrielle,professionnel,36,electrique,communicant,2024-06-01,actif
PDL-000406,CLI-00406,Val-Nord,residentiel,9,electrique,communicant,2016-12-06,actif
PDL-000407,CLI-00407,Val-Nord,residentiel,6,electrique,communicant,2018-06-19,actif
PDL-000408,CLI-00408,Val-Nord,residentiel,12,electrique,communicant,2016-04-03,actif
PDL-000409,CLI-00409,Coteaux-Ouest,professionnel,36,gaz,communicant,2019-01-17,actif
PDL-000410,CLI-00410,Coteaux-Ouest,residentiel,9,electrique,communicant,2016-02-01,actif
PDL-000411,CLI-00411,Parc-Tertiaire,residentiel,6,gaz,communicant,2024-09-23,actif
PDL-000412,CLI-00412,Zone-Industrielle,professionnel,12,electrique,communicant,2019-07-04,actif
PDL-000413,CLI-00413,Parc-Tertiaire,professionnel,12,gaz,communicant,2018-04-27,actif
PDL-000414,CLI-00414,Bourg-Ancien,residentiel,12,electrique,communicant,2016-04-26,actif
PDL-000415,CLI-00415,Parc-Tertiaire,professionnel,36,gaz,communicant,2024-02-04,actif
PDL-000416,CLI-00416,Plateau-Est,residentiel,6,autre,communicant,2024-11-11,actif
PDL-000417,CLI-00417,Parc-Tertiaire,professionnel,12,gaz,communicant,2017-04-10,actif
PDL-000418,CLI-00418,Plateau-Est,residentiel,9,autre,communicant,2017-10-05,actif
PDL-000419,CLI-00419,Parc-Tertiaire,professionnel,36,gaz,communicant,2017-03-08,actif
PDL-000420,CLI-00420,Centre-Ville,professionnel,36,gaz,communicant,2016-12-19,actif
PDL-000421,CLI-00421,Zone-Industrielle,industriel,120,reseau_chaleur,communicant,2017-03-08,actif
PDL-000422,CLI-00422,Rives-Sud,professionnel,36,gaz,communicant,2022-02-24,actif
PDL-000423,CLI-00423,Rives-Sud,residentiel,9,electrique,communicant,2024-09-14,actif
PDL-000424,CLI-00424,Coteaux-Ouest,residentiel,12,autre,communicant,2021-04-27,actif
PDL-000425,CLI-00425,Val-Nord,residentiel,6,electrique,communicant,2018-09-11,actif
PDL-000426,CLI-00426,Val-Nord,residentiel,6,autre,communicant,2018-11-26,actif
PDL-000427,CLI-00427,Parc-Tertiaire,professionnel,36,gaz,communicant,2021-02-13,actif
PDL-000429,CLI-00429,Parc-Tertiaire,industriel,120,electrique,communicant,2016-06-12,actif
PDL-000430,CLI-00430,Centre-Ville,residentiel,6,gaz,communicant,2019-01-02,actif
PDL-000431,CLI-00431,Parc-Tertiaire,professionnel,36,gaz,communicant,2021-10-14,actif
PDL-000432,CLI-00432,Zone-Industrielle,professionnel,12,gaz,communicant,2018-11-25,actif
PDL-000433,CLI-00433,Bourg-Ancien,residentiel,9,gaz,communicant,2017-01-26,actif
PDL-000434,CLI-00434,Bourg-Ancien,professionnel,12,gaz,communicant,2024-03-23,actif
PDL-000435,CLI-00435,Rives-Sud,residentiel,12,electrique,communicant,2016-07-13,actif
PDL-000436,CLI-00436,Parc-Tertiaire,professionnel,36,gaz,communicant,2023-04-15,actif
PDL-000437,CLI-00437,Centre-Ville,residentiel,12,electrique,communicant,2024-01-11,actif
PDL-000438,CLI-00438,Coteaux-Ouest,residentiel,12,gaz,communicant,2021-06-09,actif
PDL-000439,CLI-00439,Parc-Tertiaire,professionnel,36,gaz,communicant,2019-11-11,actif
PDL-000440,CLI-00440,Rives-Sud,residentiel,9,electrique,ancien,2021-05-19,actif
PDL-000441,CLI-00441,Bourg-Ancien,professionnel,36,autre,communicant,2024-06-27,actif
PDL-000444,CLI-00444,Plateau-Est,residentiel,9,autre,communicant,2023-10-15,actif
PDL-000445,CLI-00445,Zone-Industrielle,professionnel,36,electrique,communicant,2022-09-11,actif
PDL-000446,CLI-00446,Bourg-Ancien,professionnel,36,autre,ancien,2017-05-07,actif
PDL-000447,CLI-00447,Coteaux-Ouest,residentiel,6,autre,communicant,2023-05-04,actif
PDL-000448,CLI-00448,Parc-Tertiaire,professionnel,36,autre,ancien,2018-05-20,actif
PDL-000449,CLI-00449,Rives-Sud,residentiel,9,autre,communicant,2024-07-27,actif
PDL-000450,CLI-00450,Plateau-Est,residentiel,12,gaz,communicant,2021-02-18,actif
PDL-000452,CLI-00452,Val-Nord,residentiel,6,gaz,communicant,2024-07-26,actif
PDL-000454,CLI-00454,Val-Nord,residentiel,12,gaz,communicant,2021-03-14,actif
PDL-000455,CLI-00455,Centre-Ville,residentiel,6,electrique,communicant,2019-08-05,actif
PDL-000456,CLI-00456,Plateau-Est,residentiel,12,electrique,communicant,2021-02-08,actif
PDL-000457,CLI-00457,Parc-Tertiaire,professionnel,12,autre,communicant,2017-03-11,actif
PDL-000458,CLI-00458,Coteaux-Ouest,residentiel,12,gaz,ancien,2019-09-14,actif
PDL-000459,CLI-00459,Plateau-Est,residentiel,12,gaz,communicant,2019-09-15,actif
PDL-000460,CLI-00460,Centre-Ville,professionnel,36,gaz,communicant,2017-09-08,actif
PDL-000461,CLI-00461,Plateau-Est,residentiel,9,gaz,ancien,2021-07-08,actif
PDL-000464,CLI-00464,Rives-Sud,residentiel,9,electrique,communicant,2023-02-07,actif
PDL-000465,CLI-00465,Zone-Industrielle,professionnel,12,autre,communicant,2018-10-11,actif
PDL-000466,CLI-00466,Plateau-Est,residentiel,12,electrique,communicant,2023-07-07,actif
PDL-000467,CLI-00467,Val-Nord,residentiel,6,electrique,communicant,2024-07-23,actif
PDL-000468,CLI-00468,Plateau-Est,residentiel,9,gaz,communicant,2017-08-08,actif
PDL-000469,CLI-00469,Val-Nord,residentiel,6,electrique,communicant,2017-11-06,actif
PDL-000470,CLI-00470,Val-Nord,residentiel,9,gaz,communicant,2023-03-18,actif
PDL-000471,CLI-00471,Parc-Tertiaire,professionnel,36,autre,communicant,2017-06-20,actif
PDL-000472,CLI-00472,Zone-Industrielle,professionnel,36,gaz,communicant,2016-12-11,actif
PDL-000473,CLI-00473,Centre-Ville,residentiel,12,gaz,communicant,2019-11-16,actif
PDL-000474,CLI-00474,Rives-Sud,residentiel,6,autre,communicant,2016-06-08,actif
PDL-000475,CLI-00475,Plateau-Est,residentiel,9,electrique,ancien,2023-02-28,resilie
PDL-000476,CLI-00476,Val-Nord,residentiel,12,electrique,communicant,2018-12-04,actif
PDL-000477,CLI-00477,Bourg-Ancien,professionnel,12,electrique,communicant,2019-04-22,actif
PDL-000478,CLI-00478,Bourg-Ancien,professionnel,12,gaz,ancien,2019-06-23,resilie
PDL-000479,CLI-00479,Rives-Sud,residentiel,6,gaz,ancien,2022-02-03,actif
PDL-000480,CLI-00480,Centre-Ville,professionnel,12,gaz,communicant,2019-07-04,actif
PDL-000481,CLI-00481,Plateau-Est,residentiel,9,autre,communicant,2019-04-03,actif
PDL-000482,CLI-00482,Coteaux-Ouest,residentiel,12,autre,communicant,2019-05-13,actif
PDL-000483,CLI-00483,Val-Nord,professionnel,36,gaz,communicant,2020-01-16,actif
PDL-000484,CLI-00484,Rives-Sud,residentiel,12,gaz,communicant,2024-03-28,actif
PDL-000485,CLI-00485,Centre-Ville,residentiel,6,electrique,communicant,2024-08-11,actif
PDL-000486,CLI-00486,Plateau-Est,residentiel,9,electrique,communicant,2023-10-28,actif
PDL-000487,CLI-00487,Bourg-Ancien,residentiel,12,gaz,communicant,2018-10-08,actif
PDL-000488,CLI-00488,Rives-Sud,professionnel,12,autre,communicant,2022-03-10,actif
PDL-000489,CLI-00489,Parc-Tertiaire,professionnel,36,autre,communicant,2016-12-04,actif
PDL-000490,CLI-00490,Zone-Industrielle,professionnel,36,gaz,communicant,2022-06-04,actif
PDL-000491,CLI-00491,Parc-Tertiaire,residentiel,6,electrique,communicant,2023-06-28,actif
PDL-000492,CLI-00492,Val-Nord,residentiel,6,autre,communicant,2021-07-03,actif
PDL-000493,CLI-00493,Bourg-Ancien,residentiel,6,autre,communicant,2018-06-15,actif
PDL-000494,CLI-00494,Plateau-Est,residentiel,6,electrique,communicant,2020-11-10,actif
PDL-000495,CLI-00495,Coteaux-Ouest,residentiel,6,autre,communicant,2023-07-08,actif
PDL-000496,CLI-00496,Plateau-Est,residentiel,9,gaz,communicant,2018-01-23,actif
PDL-000497,CLI-00497,Bourg-Ancien,residentiel,12,gaz,communicant,2021-08-12,actif
PDL-000498,CLI-00498,Coteaux-Ouest,residentiel,12,autre,communicant,2017-01-19,resilie
PDL-000499,CLI-00499,Val-Nord,residentiel,12,gaz,communicant,2018-06-23,actif
PDL-000500,CLI-00500,Val-Nord,residentiel,12,autre,communicant,2019-12-20,actif
PDL-000501,CLI-00501,Val-Nord,residentiel,6,gaz,ancien,2017-10-24,actif
PDL-000502,CLI-00502,Coteaux-Ouest,professionnel,12,electrique,communicant,2018-02-13,actif
PDL-000503,CLI-00503,Plateau-Est,residentiel,6,electrique,communicant,2020-10-02,actif
PDL-000504,CLI-00504,Val-Nord,residentiel,9,gaz,communicant,2022-06-08,actif
PDL-000505,CLI-00505,Bourg-Ancien,residentiel,12,gaz,communicant,2024-12-08,actif
PDL-000506,CLI-00506,Coteaux-Ouest,residentiel,9,electrique,communicant,2019-06-15,actif
PDL-000507,CLI-00507,Plateau-Est,residentiel,12,autre,communicant,2018-11-07,actif
PDL-000508,CLI-00508,Rives-Sud,residentiel,9,gaz,communicant,2020-02-23,actif
PDL-000509,CLI-00509,Plateau-Est,residentiel,9,electrique,communicant,2019-05-09,actif
PDL-000510,CLI-00510,Bourg-Ancien,residentiel,9,gaz,communicant,2024-10-02,actif
PDL-000511,CLI-00511,Rives-Sud,residentiel,12,gaz,communicant,2021-08-17,actif
PDL-000512,CLI-00512,Bourg-Ancien,residentiel,6,autre,communicant,2020-01-10,actif
PDL-000513,CLI-00513,Parc-Tertiaire,professionnel,36,gaz,communicant,2017-09-06,actif
PDL-000514,CLI-00514,Coteaux-Ouest,residentiel,12,autre,communicant,2018-03-05,actif
PDL-000515,CLI-00515,Centre-Ville,residentiel,12,autre,communicant,2018-01-17,actif
PDL-000516,CLI-00516,Centre-Ville,residentiel,9,electrique,communicant,2020-08-04,actif
PDL-000517,CLI-00517,Plateau-Est,residentiel,9,electrique,communicant,2017-01-15,resilie
PDL-000518,CLI-00518,Bourg-Ancien,residentiel,6,electrique,communicant,2023-07-06,actif
PDL-000519,CLI-00519,Val-Nord,residentiel,9,autre,communicant,2022-12-17,actif
PDL-000520,CLI-00520,Bourg-Ancien,residentiel,12,electrique,communicant,2024-07-25,actif
PDL-000521,CLI-00521,Centre-Ville,residentiel,12,electrique,communicant,2017-02-01,actif
PDL-000522,CLI-00522,Coteaux-Ouest,residentiel,6,gaz,communicant,2022-04-12,actif
PDL-000523,CLI-00523,Coteaux-Ouest,residentiel,6,electrique,communicant,2022-04-11,actif
PDL-000524,CLI-00524,Zone-Industrielle,professionnel,12,electrique,ancien,2018-02-05,actif
PDL-000525,CLI-00525,Val-Nord,residentiel,9,electrique,communicant,2018-05-06,actif
PDL-000526,CLI-00526,Zone-Industrielle,industriel,120,electrique,communicant,2017-12-26,actif
PDL-000527,CLI-00527,Rives-Sud,residentiel,6,gaz,communicant,2022-07-25,actif
PDL-000528,CLI-00528,Bourg-Ancien,residentiel,12,gaz,communicant,2018-01-26,actif
PDL-000529,CLI-00529,Coteaux-Ouest,residentiel,6,electrique,communicant,2021-10-21,actif
PDL-000530,CLI-00530,Rives-Sud,residentiel,12,gaz,communicant,2019-07-24,actif
PDL-000531,CLI-00531,Parc-Tertiaire,professionnel,36,gaz,communicant,2023-09-23,actif
PDL-000532,CLI-00532,Coteaux-Ouest,professionnel,36,electrique,ancien,2021-05-09,actif
PDL-000533,CLI-00533,Bourg-Ancien,residentiel,12,electrique,communicant,2020-10-23,actif
PDL-000534,CLI-00534,Rives-Sud,residentiel,6,electrique,communicant,2016-01-11,actif
PDL-000535,CLI-00535,Rives-Sud,residentiel,12,electrique,communicant,2021-01-24,actif
PDL-000536,CLI-00536,Centre-Ville,residentiel,12,autre,communicant,2023-09-08,actif
PDL-000537,CLI-00537,Parc-Tertiaire,professionnel,12,gaz,communicant,2021-04-15,actif
PDL-000538,CLI-00538,Centre-Ville,professionnel,12,autre,communicant,2024-07-08,actif
PDL-000539,CLI-00539,Bourg-Ancien,professionnel,12,electrique,communicant,2018-04-03,actif
PDL-000540,CLI-00540,Bourg-Ancien,residentiel,9,electrique,communicant,2024-10-05,actif
PDL-000541,CLI-00541,Bourg-Ancien,residentiel,9,gaz,ancien,2018-08-13,actif
PDL-000542,CLI-00542,Rives-Sud,residentiel,6,autre,communicant,2021-05-09,resilie
PDL-000543,CLI-00543,Val-Nord,residentiel,6,electrique,communicant,2022-08-05,actif
PDL-000544,CLI-00544,Rives-Sud,professionnel,12,gaz,communicant,2022-09-16,actif
PDL-000545,CLI-00545,Coteaux-Ouest,professionnel,36,gaz,communicant,2020-02-28,actif
PDL-000546,CLI-00546,Parc-Tertiaire,residentiel,6,electrique,communicant,2020-01-28,actif
PDL-000547,CLI-00547,Parc-Tertiaire,professionnel,36,gaz,communicant,2017-11-01,actif
PDL-000549,CLI-00549,Centre-Ville,residentiel,12,autre,communicant,2021-09-23,actif
PDL-000550,CLI-00550,Zone-Industrielle,professionnel,36,gaz,communicant,2024-04-08,actif
PDL-000551,CLI-00551,Val-Nord,residentiel,9,autre,communicant,2017-12-07,actif
PDL-000552,CLI-00552,Val-Nord,professionnel,12,autre,communicant,2021-01-07,actif
PDL-000553,CLI-00553,Parc-Tertiaire,professionnel,36,gaz,communicant,2018-10-02,actif
PDL-000554,CLI-00554,Val-Nord,residentiel,6,electrique,communicant,2017-05-12,actif
PDL-000555,CLI-00555,Rives-Sud,professionnel,36,gaz,communicant,2017-05-21,actif
PDL-000556,CLI-00556,Parc-Tertiaire,professionnel,12,autre,communicant,2020-09-01,actif
PDL-000557,CLI-00557,Rives-Sud,residentiel,12,gaz,communicant,2024-02-19,actif
PDL-000558,CLI-00558,Parc-Tertiaire,professionnel,36,autre,communicant,2020-01-01,actif
PDL-000560,CLI-00560,Val-Nord,residentiel,9,autre,communicant,2016-10-03,actif
PDL-000561,CLI-00561,Coteaux-Ouest,residentiel,9,electrique,communicant,2016-01-22,actif
PDL-000562,CLI-00562,Plateau-Est,residentiel,12,electrique,communicant,2016-03-13,resilie
PDL-000563,CLI-00563,Val-Nord,residentiel,12,electrique,communicant,2017-02-26,actif
PDL-000564,CLI-00564,Centre-Ville,residentiel,12,gaz,communicant,2024-07-23,actif
PDL-000565,CLI-00565,Coteaux-Ouest,residentiel,9,autre,communicant,2024-12-02,actif
PDL-000566,CLI-00566,Plateau-Est,residentiel,6,electrique,communicant,2022-11-06,actif
PDL-000567,CLI-00567,Parc-Tertiaire,residentiel,9,electrique,communicant,2021-12-14,actif
PDL-000568,CLI-00568,Plateau-Est,residentiel,6,electrique,communicant,2020-06-16,actif
PDL-000569,CLI-00569,Zone-Industrielle,professionnel,36,electrique,communicant,2017-10-21,actif
PDL-000570,CLI-00570,Centre-Ville,residentiel,6,electrique,communicant,2024-01-17,actif
PDL-000571,CLI-00571,Bourg-Ancien,professionnel,12,autre,communicant,2021-10-24,actif
PDL-000572,CLI-00572,Coteaux-Ouest,residentiel,6,electrique,communicant,2019-09-12,actif
PDL-000573,CLI-00573,Val-Nord,residentiel,12,electrique,communicant,2017-09-21,actif
PDL-000574,CLI-00574,Rives-Sud,residentiel,12,electrique,ancien,2021-04-28,actif
PDL-000575,CLI-00575,Bourg-Ancien,residentiel,9,electrique,communicant,2019-05-19,resilie
PDL-000576,CLI-00576,Parc-Tertiaire,professionnel,12,electrique,communicant,2022-09-09,actif
PDL-000577,CLI-00577,Centre-Ville,professionnel,36,gaz,communicant,2020-12-12,actif
PDL-000578,CLI-00578,Bourg-Ancien,professionnel,36,gaz,communicant,2020-09-08,actif
PDL-000579,CLI-00579,Bourg-Ancien,residentiel,9,gaz,communicant,2017-09-13,actif
PDL-000580,CLI-00580,Plateau-Est,residentiel,9,electrique,communicant,2016-07-26,actif
PDL-000581,CLI-00581,Centre-Ville,residentiel,9,electrique,communicant,2024-07-14,actif
PDL-000582,CLI-00582,Bourg-Ancien,residentiel,6,gaz,communicant,2023-08-06,actif
PDL-000583,CLI-00583,Parc-Tertiaire,professionnel,36,electrique,communicant,2021-06-11,actif
PDL-000584,CLI-00584,Centre-Ville,professionnel,36,gaz,communicant,2018-11-17,actif
PDL-000585,CLI-00585,Parc-Tertiaire,professionnel,36,electrique,communicant,2021-10-23,actif
PDL-000586,CLI-00586,Coteaux-Ouest,residentiel,12,autre,communicant,2022-05-27,actif
PDL-000587,CLI-00587,Coteaux-Ouest,residentiel,9,gaz,communicant,2020-08-23,actif
PDL-000588,CLI-00588,Centre-Ville,residentiel,9,gaz,communicant,2024-03-03,actif
PDL-000590,CLI-00590,Zone-Industrielle,industriel,120,autre,communicant,2022-03-25,actif
PDL-000591,CLI-00591,Centre-Ville,professionnel,12,gaz,communicant,2021-07-02,actif
PDL-000592,CLI-00592,Bourg-Ancien,residentiel,12,gaz,communicant,2016-09-02,actif
PDL-000593,CLI-00593,Val-Nord,residentiel,6,autre,communicant,2017-07-20,actif
PDL-000594,CLI-00594,Zone-Industrielle,professionnel,36,autre,communicant,2020-11-19,actif
PDL-000595,CLI-00595,Val-Nord,residentiel,12,gaz,ancien,2023-02-24,actif
PDL-000596,CLI-00596,Val-Nord,residentiel,6,autre,communicant,2019-03-16,actif
PDL-000597,CLI-00597,Val-Nord,residentiel,12,electrique,communicant,2021-09-02,actif
PDL-000598,CLI-00598,Coteaux-Ouest,residentiel,12,autre,ancien,2020-01-14,actif
PDL-000599,CLI-00599,Val-Nord,professionnel,36,autre,communicant,2019-01-14,actif
PDL-000601,CLI-00601,Zone-Industrielle,industriel,120,gaz,communicant,2017-06-23,actif
PDL-000602,CLI-00602,Centre-Ville,residentiel,9,gaz,communicant,2020-05-20,actif
PDL-000603,CLI-00603,Centre-Ville,residentiel,9,electrique,communicant,2018-09-08,actif
PDL-000604,CLI-00604,Rives-Sud,residentiel,9,electrique,communicant,2019-11-04,actif
PDL-000605,CLI-00605,Plateau-Est,residentiel,9,electrique,communicant,2018-07-14,actif
PDL-000606,CLI-00606,Centre-Ville,industriel,120,gaz,communicant,2017-02-14,resilie
PDL-000607,CLI-00607,Coteaux-Ouest,professionnel,36,autre,communicant,2020-02-07,actif
PDL-000608,CLI-00608,Coteaux-Ouest,residentiel,12,electrique,communicant,2018-08-13,actif
PDL-000609,CLI-00609,Centre-Ville,professionnel,36,electrique,communicant,2018-05-07,actif
PDL-000610,CLI-00610,Parc-Tertiaire,professionnel,36,gaz,communicant,2019-06-19,actif
PDL-000611,CLI-00611,Parc-Tertiaire,professionnel,12,gaz,communicant,2021-03-27,actif
PDL-000612,CLI-00612,Parc-Tertiaire,professionnel,12,gaz,communicant,2017-05-15,actif
PDL-000613,CLI-00613,Coteaux-Ouest,residentiel,6,electrique,communicant,2018-12-12,actif
PDL-000614,CLI-00614,Centre-Ville,professionnel,36,gaz,communicant,2019-07-23,actif
PDL-000615,CLI-00615,Centre-Ville,professionnel,36,autre,communicant,2020-08-27,actif
PDL-000616,CLI-00616,Bourg-Ancien,professionnel,36,gaz,communicant,2019-10-22,actif
PDL-000617,CLI-00617,Bourg-Ancien,professionnel,12,electrique,communicant,2021-05-19,actif
PDL-000618,CLI-00618,Plateau-Est,residentiel,6,gaz,communicant,2022-10-09,actif
PDL-000619,CLI-00619,Parc-Tertiaire,residentiel,6,electrique,communicant,2020-10-01,actif
PDL-000620,CLI-00620,Bourg-Ancien,residentiel,9,electrique,communicant,2022-03-10,actif
PDL-000621,CLI-00621,Val-Nord,residentiel,9,electrique,communicant,2020-02-09,actif
PDL-000622,CLI-00622,Bourg-Ancien,residentiel,6,autre,communicant,2020-05-10,actif
PDL-000623,CLI-00623,Parc-Tertiaire,professionnel,36,gaz,communicant,2021-07-23,actif
PDL-000624,CLI-00624,Rives-Sud,residentiel,12,autre,communicant,2023-08-20,actif
PDL-000625,CLI-00625,Plateau-Est,residentiel,12,electrique,communicant,2021-08-25,actif
PDL-000626,CLI-00626,Coteaux-Ouest,professionnel,36,electrique,communicant,2017-09-09,actif
